client_id,sexe,age,situation_familiale,nombre_enfants,niveau_etude,secteur_activite,revenu_mensuel,montant_pret,duree_pret,taux_interet,but_du_pret,historique_defaut,remboursement_pret_prec,score_credit,zone_residentielle,contact_telephone,co_emprunteur,delai_remboursement
1005,F,29,Marié(e),2,Primaire,Agriculture,181389,272635,12,6.7,Stock,Oui,Oui,63,Rurale,Oui,Oui,Non
1006,F,68,Marié(e),1,Primaire,Commerce,230376,206215,6,6.4,Urgence,Non,Oui,66,Rurale,Non,Non,Oui
1007,F,54,Marié(e),0,Secondaire,Commerce,110336,64330,24,12.1,Achat équipement,Non,Aucun,46,Rurale,Oui,Non,Non
1008,F,34,Marié(e),4,Aucun,Agriculture,290661,537146,12,5.3,Urgence,Non,Non,48,Rurale,Non,Non,Non
1009,M,40,Marié(e),1,Aucun,Artisanat,149960,537310,12,13.5,Capital démarrage,Oui,Oui,59,Urbaine,Oui,Oui,Non
1010,M,43,Marié(e),5,Secondaire,Commerce,174695,165050,18,7.8,Stock,Non,Aucun,84,Rurale,Oui,Oui,Oui
1011,M,46,Veuf/veuve,0,Primaire,Artisanat,291589,139579,6,6.1,Capital démarrage,Non,Aucun,43,Rurale,Oui,Non,Non
1012,F,50,Marié(e),1,Secondaire,Agriculture,137433,351011,18,10.0,Urgence,Non,Aucun,90,Rurale,Oui,Non,Oui
1013,F,44,Célibataire,0,Primaire,Artisanat,241382,396914,18,10.8,Stock,Non,Aucun,54,Urbaine,Oui,Oui,Oui
1014,M,42,Célibataire,3,Supérieur,Agriculture,167140,576648,18,6.8,Stock,Non,Oui,66,Urbaine,Oui,Non,Oui
1015,F,27,Célibataire,1,Primaire,Agriculture,129489,257541,6,5.1,Stock,Non,Oui,80,Rurale,Oui,Oui,Oui
1016,F,64,Marié(e),0,Aucun,Agriculture,156975,390010,12,10.1,Achat équipement,Non,Oui,59,Urbaine,Non,Non,Oui
1017,M,40,Célibataire,0,Primaire,Commerce,213976,532999,6,14.8,Capital démarrage,Non,Oui,61,Rurale,Non,Oui,Oui
1018,F,38,Célibataire,1,Aucun,Artisanat,240855,297474,12,16.3,Urgence,Non,Oui,86,Urbaine,Oui,Oui,Oui
1019,F,38,Divorcé(e),1,Supérieur,Agriculture,193536,117290,18,5.8,Achat équipement,Non,Aucun,81,Rurale,Oui,Non,Oui
1020,M,60,Veuf/veuve,7,Aucun,Agriculture,84123,257596,6,11.6,Urgence,Non,Aucun,75,Rurale,Oui,Oui,Oui
1021,F,30,Marié(e),0,Primaire,Artisanat,218131,125111,18,8.1,Achat équipement,Oui,Oui,62,Rurale,Non,Oui,Non
1022,M,54,Divorcé(e),0,Aucun,Commerce,171472,59151,12,9.6,Stock,Non,Oui,63,Urbaine,Non,Non,Oui
1023,F,50,Célibataire,2,Secondaire,Artisanat,113851,463354,18,17.1,Achat équipement,Oui,Oui,48,Urbaine,Oui,Oui,Non
1024,F,41,Marié(e),2,Primaire,Agriculture,200783,181133,12,9.3,Capital démarrage,Non,Oui,60,Rurale,Oui,Non,Oui
1025,F,61,Marié(e),1,Supérieur,Artisanat,248030,51103,12,9.4,Capital démarrage,Oui,Aucun,66,Rurale,Oui,Oui,Non
1026,M,28,Marié(e),1,Aucun,Agriculture,180403,529837,12,7.3,Urgence,Non,Oui,64,Urbaine,Oui,Non,Oui
1027,F,34,Marié(e),1,Aucun,Services,235399,294083,18,17.5,Stock,Non,Aucun,69,Rurale,Oui,Non,Oui
1028,F,21,Marié(e),2,Aucun,Commerce,207743,181372,12,10.7,Stock,Oui,Aucun,81,Urbaine,Oui,Oui,Non
1029,M,64,Marié(e),0,Secondaire,Commerce,208518,194534,12,12.2,Urgence,Non,Non,42,Rurale,Oui,Non,Non
1030,F,42,Marié(e),3,Secondaire,Agriculture,161670,182295,6,10.6,Capital démarrage,Oui,Aucun,55,Urbaine,Oui,Non,Non
1031,M,47,Célibataire,1,Aucun,Agriculture,229121,157005,12,7.9,Capital démarrage,Non,Oui,82,Rurale,Non,Oui,Oui
1032,F,26,Célibataire,2,Aucun,Agriculture,234850,512674,18,15.4,Urgence,Non,Oui,95,Rurale,Oui,Non,Oui
1033,M,38,Célibataire,5,Secondaire,Agriculture,227560,143682,18,4.9,Stock,Non,Non,48,Urbaine,Oui,Non,Non
1034,M,37,Célibataire,0,Aucun,Agriculture,161172,359020,12,13.8,Urgence,Non,Non,55,Rurale,Non,Oui,Oui
1035,M,36,Marié(e),2,Aucun,Artisanat,239104,92526,12,12.5,Urgence,Non,Oui,45,Urbaine,Non,Non,Non
1036,F,36,Célibataire,2,Aucun,Agriculture,203178,572236,6,6.4,Achat équipement,Non,Oui,34,Urbaine,Oui,Oui,Non
1037,M,29,Veuf/veuve,1,Aucun,Artisanat,121660,381822,24,6.7,Urgence,Non,Oui,69,Rurale,Oui,Non,Oui
1038,F,54,Célibataire,0,Primaire,Agriculture,157110,546733,12,13.4,Capital démarrage,Non,Oui,73,Rurale,Oui,Oui,Oui
1039,M,59,Célibataire,0,Aucun,Agriculture,148175,268832,18,8.7,Urgence,Non,Aucun,60,Urbaine,Oui,Non,Oui
1040,M,34,Marié(e),2,Primaire,Artisanat,60726,495869,18,8.1,Stock,Oui,Oui,60,Rurale,Oui,Oui,Non
1041,M,54,Célibataire,2,Secondaire,Artisanat,240204,519509,18,5.3,Stock,Oui,Aucun,63,Rurale,Oui,Oui,Non
1042,F,65,Marié(e),3,Primaire,Commerce,366071,436622,24,14.8,Capital démarrage,Oui,Oui,56,Rurale,Oui,Non,Non
1043,M,56,Marié(e),2,Secondaire,Agriculture,252500,101121,6,16.4,Stock,Non,Aucun,64,Urbaine,Oui,Oui,Oui
1044,F,45,Célibataire,1,Aucun,Commerce,189771,58844,24,15.6,Urgence,Non,Oui,85,Urbaine,Oui,Non,Oui
1045,F,58,Célibataire,2,Secondaire,Commerce,149050,142707,18,10.8,Capital démarrage,Oui,Oui,52,Urbaine,Oui,Oui,Non
1046,F,52,Marié(e),2,Primaire,Agriculture,124494,114953,12,11.7,Stock,Non,Non,60,Urbaine,Oui,Oui,Oui
1047,M,64,Célibataire,2,Secondaire,Commerce,189038,448825,18,7.8,Urgence,Non,Oui,63,Rurale,Oui,Non,Oui
1048,M,65,Célibataire,1,Aucun,Commerce,238098,356353,18,6.8,Stock,Oui,Oui,56,Rurale,Oui,Oui,Non
1049,F,35,Célibataire,0,Secondaire,Agriculture,139525,339272,18,15.6,Achat équipement,Non,Aucun,66,Urbaine,Non,Non,Oui
1050,M,31,Célibataire,1,Aucun,Services,333855,189077,12,15.3,Stock,Non,Aucun,30,Rurale,Oui,Non,Non
1051,F,52,Marié(e),1,Primaire,Artisanat,96960,135034,18,15.0,Capital démarrage,Non,Oui,73,Urbaine,Oui,Non,Oui
1052,M,61,Marié(e),1,Supérieur,Agriculture,193469,163601,6,10.8,Urgence,Non,Oui,50,Urbaine,Non,Oui,Oui
1053,F,58,Marié(e),3,Primaire,Commerce,184217,270152,18,16.2,Urgence,Non,Oui,52,Rurale,Oui,Non,Oui
1054,F,24,Célibataire,1,Primaire,Agriculture,180397,457078,24,17.0,Capital démarrage,Non,Aucun,62,Rurale,Oui,Non,Oui
1055,F,58,Célibataire,2,Supérieur,Artisanat,145868,189984,18,8.9,Achat équipement,Non,Oui,44,Rurale,Oui,Oui,Non
1056,M,30,Veuf/veuve,1,Primaire,Commerce,184947,434237,12,7.5,Urgence,Non,Oui,84,Rurale,Oui,Non,Oui
1057,F,35,Marié(e),3,Aucun,Agriculture,153013,320331,18,10.8,Capital démarrage,Non,Oui,52,Urbaine,Oui,Non,Oui
1058,M,54,Veuf/veuve,1,Supérieur,Agriculture,257273,536992,12,6.9,Stock,Oui,Oui,95,Rurale,Oui,Oui,Non
1059,M,30,Marié(e),2,Primaire,Agriculture,277246,178103,18,16.4,Achat équipement,Non,Oui,74,Rurale,Oui,Non,Oui
1060,F,53,Marié(e),1,Secondaire,Commerce,156687,297971,18,9.1,Capital démarrage,Oui,Oui,56,Rurale,Non,Non,Non
1061,F,48,Marié(e),4,Aucun,Artisanat,81301,103165,6,12.3,Stock,Non,Oui,60,Rurale,Oui,Oui,Oui
1062,F,19,Marié(e),0,Secondaire,Agriculture,199058,234334,6,12.5,Urgence,Non,Oui,67,Urbaine,Oui,Oui,Oui
1063,F,33,Marié(e),1,Primaire,Agriculture,196895,328784,18,11.5,Urgence,Non,Aucun,90,Rurale,Oui,Non,Oui
1064,M,26,Marié(e),0,Supérieur,Agriculture,186312,453007,12,6.6,Achat équipement,Oui,Aucun,79,Urbaine,Non,Oui,Non
1065,M,26,Célibataire,1,Primaire,Agriculture,211977,158942,18,17.9,Stock,Non,Oui,78,Rurale,Oui,Oui,Oui
1066,F,55,Marié(e),6,Aucun,Agriculture,262891,169950,12,6.8,Capital démarrage,Non,Non,60,Rurale,Oui,Non,Oui
1067,M,28,Marié(e),0,Secondaire,Commerce,229978,397367,6,14.6,Urgence,Non,Non,56,Urbaine,Oui,Oui,Oui
1068,M,39,Divorcé(e),3,Aucun,Commerce,211886,260351,18,15.2,Capital démarrage,Non,Oui,74,Rurale,Oui,Non,Oui
1069,M,50,Marié(e),1,Secondaire,Services,225234,315152,18,6.5,Capital démarrage,Non,Oui,85,Urbaine,Oui,Oui,Oui
1070,M,53,Marié(e),2,Secondaire,Services,195088,509874,12,17.1,Capital démarrage,Oui,Non,62,Urbaine,Oui,Oui,Non
1071,M,62,Célibataire,1,Primaire,Commerce,123273,324495,18,11.1,Achat équipement,Non,Oui,54,Rurale,Oui,Oui,Oui
1072,M,40,Marié(e),1,Secondaire,Artisanat,267027,408874,12,13.0,Capital démarrage,Non,Oui,49,Urbaine,Oui,Non,Non
1073,M,62,Marié(e),1,Aucun,Services,186155,411226,18,13.2,Achat équipement,Non,Oui,39,Urbaine,Oui,Non,Non
1074,M,62,Divorcé(e),0,Primaire,Agriculture,123243,491986,6,11.3,Achat équipement,Oui,Oui,58,Rurale,Non,Non,Non
1075,F,51,Marié(e),1,Primaire,Agriculture,112321,400976,12,6.4,Stock,Non,Aucun,61,Rurale,Oui,Non,Oui
1076,M,26,Marié(e),1,Secondaire,Agriculture,124932,85645,12,14.6,Urgence,Non,Aucun,64,Rurale,Non,Oui,Oui
1077,M,41,Marié(e),5,Aucun,Commerce,106037,238195,6,12.4,Capital démarrage,Non,Aucun,73,Rurale,Oui,Oui,Oui
1078,F,25,Veuf/veuve,0,Secondaire,Artisanat,220133,594123,12,6.1,Stock,Non,Aucun,57,Rurale,Oui,Non,Oui
1079,M,24,Marié(e),3,Aucun,Agriculture,169493,158080,6,14.0,Stock,Non,Oui,91,Rurale,Oui,Oui,Oui
1080,F,53,Marié(e),1,Secondaire,Commerce,226560,372700,24,14.0,Stock,Oui,Aucun,47,Rurale,Oui,Oui,Non
1081,F,35,Divorcé(e),2,Aucun,Commerce,250168,513617,12,11.9,Stock,Non,Non,75,Urbaine,Oui,Oui,Oui
1082,M,20,Célibataire,2,Secondaire,Agriculture,234646,372607,12,5.7,Stock,Oui,Non,46,Rurale,Oui,Non,Non
1083,M,45,Veuf/veuve,0,Aucun,Agriculture,218041,254748,18,9.3,Capital démarrage,Oui,Oui,52,Urbaine,Oui,Non,Non
1084,F,23,Célibataire,4,Primaire,Agriculture,197251,94125,12,5.2,Stock,Non,Oui,69,Urbaine,Oui,Non,Oui
1085,F,61,Marié(e),0,Primaire,Agriculture,168578,248915,12,10.9,Urgence,Non,Aucun,80,Rurale,Oui,Non,Oui
1086,M,61,Marié(e),1,Secondaire,Artisanat,172581,150137,12,16.7,Achat équipement,Non,Aucun,60,Rurale,Oui,Non,Oui
1087,F,38,Marié(e),3,Primaire,Artisanat,215061,578474,12,4.5,Achat équipement,Non,Oui,66,Rurale,Oui,Non,Oui
1088,M,45,Veuf/veuve,1,Secondaire,Artisanat,122321,443267,12,8.1,Urgence,Non,Oui,83,Urbaine,Oui,Oui,Oui
1089,F,57,Célibataire,0,Primaire,Artisanat,176766,462160,12,15.3,Capital démarrage,Non,Aucun,46,Rurale,Oui,Oui,Non
1090,M,18,Célibataire,2,Secondaire,Artisanat,135429,289783,18,4.6,Achat équipement,Oui,Oui,76,Urbaine,Oui,Non,Non
1091,F,53,Marié(e),1,Aucun,Commerce,250378,110480,6,4.6,Urgence,Non,Oui,54,Urbaine,Oui,Oui,Oui
1092,F,38,Marié(e),3,Primaire,Commerce,223023,196694,6,12.7,Urgence,Oui,Non,68,Rurale,Oui,Oui,Non
1093,F,60,Marié(e),2,Primaire,Commerce,308247,192841,12,15.2,Stock,Non,Aucun,73,Urbaine,Oui,Oui,Oui
1094,M,52,Célibataire,0,Aucun,Commerce,134537,317728,12,15.0,Achat équipement,Non,Oui,47,Urbaine,Oui,Oui,Non
1095,M,30,Célibataire,1,Aucun,Agriculture,140971,303538,12,15.0,Stock,Oui,Aucun,53,Rurale,Oui,Oui,Non
1096,M,66,Célibataire,2,Supérieur,Artisanat,183450,288374,18,9.4,Capital démarrage,Oui,Aucun,74,Rurale,Oui,Non,Non
1097,M,27,Célibataire,1,Supérieur,Agriculture,136472,322787,24,16.4,Achat équipement,Non,Oui,61,Urbaine,Oui,Oui,Oui
1098,M,61,Marié(e),0,Secondaire,Commerce,212257,592862,18,4.7,Achat équipement,Non,Oui,54,Rurale,Oui,Oui,Oui
1099,F,64,Marié(e),2,Primaire,Commerce,176942,214094,12,8.7,Urgence,Non,Oui,67,Urbaine,Oui,Non,Oui
1100,M,27,Divorcé(e),1,Primaire,Agriculture,150688,388398,24,9.1,Achat équipement,Non,Oui,48,Rurale,Oui,Non,Non
1101,M,63,Veuf/veuve,2,Secondaire,Services,245256,181729,12,6.7,Capital démarrage,Non,Oui,47,Urbaine,Oui,Non,Non
1102,F,30,Célibataire,3,Aucun,Agriculture,69024,306633,6,9.0,Capital démarrage,Non,Oui,30,Rurale,Oui,Non,Non
1103,F,54,Marié(e),1,Supérieur,Agriculture,212526,160027,12,12.4,Achat équipement,Non,Oui,70,Rurale,Oui,Oui,Oui
1104,F,55,Célibataire,0,Aucun,Agriculture,146932,357005,18,11.5,Urgence,Oui,Oui,65,Rurale,Oui,Non,Non
1105,F,41,Célibataire,3,Supérieur,Artisanat,229005,195756,6,8.8,Capital démarrage,Non,Oui,73,Urbaine,Oui,Non,Oui
1106,M,19,Marié(e),0,Primaire,Commerce,243375,70233,18,14.6,Stock,Non,Oui,83,Rurale,Non,Non,Oui
1107,M,39,Célibataire,1,Secondaire,Commerce,43418,498399,18,14.1,Capital démarrage,Non,Oui,61,Urbaine,Oui,Non,Non
1108,F,34,Célibataire,0,Aucun,Artisanat,167302,120540,12,8.3,Achat équipement,Non,Aucun,63,Urbaine,Oui,Non,Oui
1109,F,53,Divorcé(e),1,Secondaire,Agriculture,183491,252421,18,8.9,Stock,Non,Oui,70,Urbaine,Non,Non,Oui
1110,M,31,Marié(e),0,Primaire,Agriculture,38529,312447,12,8.4,Achat équipement,Oui,Oui,56,Rurale,Oui,Non,Non
1111,F,27,Marié(e),1,Secondaire,Agriculture,193665,287864,12,6.2,Achat équipement,Non,Oui,43,Urbaine,Non,Non,Non
1112,M,52,Célibataire,0,Secondaire,Artisanat,148316,449116,12,14.7,Achat équipement,Oui,Aucun,47,Rurale,Oui,Non,Non
1113,M,42,Célibataire,1,Aucun,Commerce,107656,378227,18,5.1,Urgence,Oui,Oui,64,Urbaine,Oui,Non,Non
1114,M,20,Veuf/veuve,1,Primaire,Agriculture,140970,212454,12,6.5,Urgence,Non,Aucun,79,Rurale,Oui,Oui,Oui
1115,F,64,Célibataire,1,Primaire,Agriculture,130601,78436,18,5.9,Capital démarrage,Non,Aucun,88,Urbaine,Oui,Non,Oui
1116,F,55,Marié(e),0,Primaire,Agriculture,145748,472177,24,15.6,Achat équipement,Non,Oui,60,Urbaine,Non,Non,Oui
1117,M,34,Célibataire,2,Primaire,Commerce,191107,243889,24,5.1,Stock,Non,Oui,67,Urbaine,Non,Oui,Oui
1118,F,29,Marié(e),1,Primaire,Agriculture,238874,539348,6,13.5,Stock,Non,Non,93,Rurale,Oui,Non,Oui
1119,M,69,Célibataire,2,Primaire,Agriculture,175329,267281,6,5.1,Stock,Non,Oui,72,Urbaine,Oui,Non,Oui
1120,M,41,Veuf/veuve,2,Secondaire,Agriculture,246165,444712,12,15.1,Urgence,Non,Oui,67,Rurale,Non,Non,Oui
1121,F,46,Veuf/veuve,2,Secondaire,Commerce,117242,566760,18,16.8,Urgence,Non,Oui,68,Urbaine,Oui,Non,Oui
1122,F,60,Marié(e),2,Aucun,Commerce,189173,408133,24,11.1,Achat équipement,Non,Aucun,73,Rurale,Oui,Non,Oui
1123,F,42,Célibataire,1,Secondaire,Commerce,306396,277418,18,15.4,Stock,Non,Oui,46,Urbaine,Non,Non,Non
1124,F,53,Veuf/veuve,2,Secondaire,Commerce,84566,362069,12,14.0,Stock,Non,Oui,76,Urbaine,Non,Oui,Oui
1125,F,43,Marié(e),1,Primaire,Commerce,82274,348894,6,15.2,Urgence,Non,Oui,71,Rurale,Oui,Oui,Oui
1126,F,55,Marié(e),0,Primaire,Services,256798,371651,18,14.9,Urgence,Non,Oui,81,Urbaine,Oui,Non,Oui
1127,M,18,Marié(e),1,Primaire,Agriculture,193231,130750,6,7.3,Stock,Non,Aucun,72,Rurale,Non,Non,Oui
1128,M,37,Célibataire,3,Secondaire,Commerce,143909,434180,6,11.2,Stock,Non,Oui,80,Urbaine,Oui,Non,Oui
1129,M,45,Célibataire,3,Secondaire,Commerce,112219,129773,18,17.5,Capital démarrage,Non,Aucun,51,Rurale,Oui,Oui,Oui
1130,M,33,Marié(e),1,Aucun,Agriculture,177840,58039,12,9.1,Urgence,Non,Oui,56,Rurale,Oui,Oui,Oui
1131,F,64,Célibataire,0,Secondaire,Artisanat,188014,393629,6,17.6,Achat équipement,Non,Aucun,67,Urbaine,Non,Non,Oui
1132,M,34,Marié(e),4,Primaire,Agriculture,188311,114302,12,12.4,Achat équipement,Non,Oui,53,Rurale,Oui,Non,Oui
1133,M,57,Marié(e),3,Aucun,Agriculture,111633,473726,6,10.7,Stock,Oui,Aucun,77,Urbaine,Oui,Non,Non
1134,M,45,Veuf/veuve,2,Secondaire,Agriculture,159783,526281,18,13.4,Urgence,Oui,Aucun,43,Rurale,Oui,Non,Non
1135,F,29,Divorcé(e),1,Secondaire,Agriculture,145915,569605,12,15.5,Achat équipement,Oui,Aucun,62,Rurale,Oui,Oui,Non
1136,M,44,Veuf/veuve,3,Primaire,Commerce,218786,415462,18,9.8,Urgence,Non,Oui,56,Rurale,Non,Oui,Oui
1137,F,59,Célibataire,2,Primaire,Commerce,115173,315108,12,4.9,Stock,Oui,Non,53,Urbaine,Non,Non,Non
1138,M,64,Célibataire,1,Supérieur,Artisanat,184561,243754,12,14.1,Stock,Oui,Oui,44,Rurale,Oui,Oui,Non
1139,M,47,Marié(e),0,Primaire,Artisanat,338053,320008,6,17.4,Stock,Non,Aucun,65,Urbaine,Oui,Oui,Oui
1140,F,58,Célibataire,2,Secondaire,Agriculture,111076,154693,12,12.9,Urgence,Non,Oui,63,Rurale,Oui,Oui,Oui
1141,F,51,Célibataire,1,Aucun,Commerce,135164,241632,18,7.0,Achat équipement,Non,Aucun,93,Rurale,Oui,Oui,Oui
1142,M,54,Marié(e),0,Aucun,Artisanat,174368,444861,18,7.9,Capital démarrage,Non,Oui,95,Urbaine,Non,Oui,Oui
1143,F,23,Marié(e),3,Primaire,Agriculture,3464,169582,12,16.8,Achat équipement,Non,Oui,48,Rurale,Oui,Non,Non
1144,F,24,Divorcé(e),0,Primaire,Commerce,94390,195236,12,4.7,Urgence,Non,Oui,36,Rurale,Oui,Non,Non
1145,M,49,Célibataire,2,Secondaire,Artisanat,198641,462130,18,11.9,Achat équipement,Oui,Oui,46,Rurale,Oui,Oui,Non
1146,F,49,Célibataire,0,Primaire,Commerce,169459,147809,12,6.6,Capital démarrage,Non,Oui,64,Urbaine,Oui,Non,Oui
1147,F,42,Célibataire,2,Primaire,Agriculture,243282,185238,6,8.3,Achat équipement,Oui,Oui,81,Urbaine,Oui,Oui,Non
1148,F,50,Divorcé(e),1,Primaire,Agriculture,165712,59651,12,8.6,Capital démarrage,Non,Oui,57,Urbaine,Oui,Oui,Oui
1149,F,24,Marié(e),1,Primaire,Commerce,160431,446028,18,7.5,Urgence,Oui,Aucun,73,Urbaine,Oui,Non,Non
1150,F,69,Veuf/veuve,2,Supérieur,Services,137827,389846,6,15.2,Stock,Non,Oui,53,Urbaine,Oui,Non,Oui
1151,F,29,Divorcé(e),1,Secondaire,Agriculture,159429,431911,12,9.0,Capital démarrage,Oui,Aucun,57,Rurale,Oui,Non,Non
1152,F,33,Marié(e),1,Aucun,Services,107304,167880,18,9.2,Urgence,Oui,Non,67,Rurale,Non,Oui,Non
1153,F,33,Marié(e),1,Secondaire,Agriculture,171152,428057,24,10.6,Stock,Non,Aucun,64,Urbaine,Oui,Oui,Oui
1154,F,60,Marié(e),2,Secondaire,Agriculture,121724,378007,12,16.7,Capital démarrage,Oui,Oui,64,Rurale,Non,Non,Non
1155,F,53,Marié(e),3,Secondaire,Commerce,107354,251367,6,13.8,Stock,Non,Oui,48,Rurale,Oui,Oui,Non
1156,F,30,Marié(e),3,Aucun,Commerce,141632,290804,12,5.3,Achat équipement,Non,Non,83,Urbaine,Oui,Non,Oui
1157,M,24,Marié(e),1,Primaire,Agriculture,207069,362356,12,5.0,Urgence,Non,Non,83,Urbaine,Oui,Oui,Oui
1158,F,53,Divorcé(e),1,Aucun,Agriculture,188535,321310,12,12.1,Urgence,Non,Non,83,Rurale,Oui,Non,Oui
1159,F,64,Divorcé(e),1,Secondaire,Artisanat,220056,403005,12,16.5,Urgence,Non,Aucun,54,Urbaine,Oui,Non,Oui
1160,M,68,Marié(e),2,Secondaire,Services,124605,149538,24,8.9,Urgence,Non,Aucun,66,Rurale,Oui,Non,Oui
1161,F,26,Marié(e),3,Primaire,Agriculture,179208,347390,18,7.8,Capital démarrage,Non,Oui,57,Urbaine,Oui,Non,Oui
1162,M,49,Marié(e),0,Primaire,Agriculture,282107,297653,6,14.6,Achat équipement,Oui,Aucun,50,Urbaine,Non,Oui,Non
1163,M,28,Célibataire,1,Aucun,Artisanat,263850,303561,18,12.6,Stock,Non,Non,69,Urbaine,Oui,Non,Oui
1164,F,25,Célibataire,2,Aucun,Commerce,103521,308160,12,12.1,Urgence,Oui,Oui,33,Urbaine,Oui,Non,Non
1165,M,50,Marié(e),1,Supérieur,Agriculture,119495,534809,12,6.5,Urgence,Non,Oui,77,Urbaine,Oui,Oui,Oui
1166,F,40,Marié(e),1,Aucun,Services,281848,500245,24,6.9,Capital démarrage,Non,Aucun,47,Urbaine,Oui,Oui,Non
1167,F,42,Célibataire,1,Aucun,Agriculture,207093,396263,24,8.3,Capital démarrage,Non,Oui,60,Urbaine,Oui,Oui,Oui
1168,M,25,Divorcé(e),2,Supérieur,Commerce,168556,444067,6,7.3,Capital démarrage,Non,Aucun,30,Rurale,Non,Oui,Non
1169,M,62,Célibataire,1,Primaire,Commerce,161855,73541,6,17.6,Achat équipement,Non,Oui,92,Urbaine,Oui,Non,Oui
1170,M,39,Célibataire,2,Secondaire,Commerce,193647,459195,12,4.8,Stock,Non,Aucun,74,Rurale,Non,Non,Oui
1171,F,21,Marié(e),0,Aucun,Agriculture,194399,317390,12,13.0,Achat équipement,Non,Aucun,66,Urbaine,Oui,Non,Oui
1172,F,57,Célibataire,0,Primaire,Commerce,148010,224761,18,11.5,Urgence,Non,Aucun,54,Urbaine,Oui,Non,Oui
1173,F,20,Célibataire,1,Primaire,Services,170207,126877,6,8.9,Capital démarrage,Non,Oui,49,Urbaine,Oui,Non,Non
1174,M,46,Marié(e),1,Secondaire,Commerce,145906,91364,12,16.5,Urgence,Oui,Oui,61,Rurale,Oui,Non,Non
1175,F,58,Marié(e),2,Aucun,Commerce,190124,74687,12,13.5,Stock,Non,Oui,69,Rurale,Non,Oui,Oui
1176,M,46,Marié(e),3,Primaire,Agriculture,135745,138987,6,18.0,Stock,Non,Oui,61,Urbaine,Non,Oui,Oui
1177,F,51,Marié(e),2,Secondaire,Artisanat,103935,66579,18,6.8,Achat équipement,Oui,Aucun,72,Urbaine,Oui,Oui,Non
1178,M,51,Marié(e),1,Primaire,Services,268522,452953,18,5.7,Achat équipement,Non,Oui,92,Rurale,Non,Non,Oui
1179,F,45,Célibataire,1,Primaire,Artisanat,175825,186737,12,6.4,Capital démarrage,Non,Non,48,Rurale,Oui,Non,Non
1180,M,30,Divorcé(e),1,Aucun,Commerce,281823,252807,6,8.1,Capital démarrage,Non,Oui,68,Urbaine,Oui,Non,Oui
1181,F,32,Célibataire,1,Aucun,Services,64063,502493,6,10.1,Urgence,Non,Oui,91,Rurale,Non,Non,Non
1182,M,40,Divorcé(e),2,Secondaire,Agriculture,93031,113061,12,16.1,Capital démarrage,Non,Aucun,60,Rurale,Oui,Non,Oui
1183,F,61,Marié(e),2,Secondaire,Commerce,208007,509576,12,8.3,Capital démarrage,Non,Oui,62,Urbaine,Oui,Non,Oui
1184,F,43,Divorcé(e),1,Supérieur,Commerce,175876,401747,12,16.9,Urgence,Non,Aucun,71,Rurale,Oui,Oui,Oui
1185,M,21,Célibataire,0,Secondaire,Commerce,110538,238116,12,10.7,Stock,Non,Oui,75,Rurale,Oui,Oui,Oui
1186,F,43,Marié(e),3,Primaire,Artisanat,248189,114793,12,13.2,Capital démarrage,Non,Non,80,Rurale,Oui,Non,Oui
1187,F,57,Célibataire,1,Secondaire,Commerce,127806,100320,18,8.1,Capital démarrage,Non,Oui,66,Rurale,Oui,Non,Oui
1188,M,26,Célibataire,1,Aucun,Agriculture,251913,234532,6,6.6,Urgence,Non,Oui,53,Rurale,Oui,Oui,Oui
1189,M,22,Marié(e),2,Primaire,Agriculture,175773,127188,18,16.2,Urgence,Oui,Oui,73,Urbaine,Oui,Oui,Non
1190,F,49,Célibataire,0,Primaire,Agriculture,115804,197240,12,6.0,Urgence,Non,Aucun,50,Urbaine,Oui,Oui,Oui
1191,M,37,Marié(e),1,Aucun,Commerce,139875,79125,18,14.9,Urgence,Non,Oui,69,Rurale,Non,Non,Oui
1192,F,67,Célibataire,1,Secondaire,Agriculture,262329,377254,6,12.3,Urgence,Non,Oui,66,Urbaine,Oui,Non,Oui
1193,M,28,Marié(e),3,Primaire,Agriculture,162135,129901,18,16.1,Capital démarrage,Non,Aucun,65,Rurale,Oui,Non,Oui
1194,F,32,Marié(e),3,Primaire,Commerce,238340,466202,6,14.2,Achat équipement,Oui,Oui,63,Urbaine,Oui,Non,Non
1195,M,49,Marié(e),2,Primaire,Artisanat,264026,169996,24,8.3,Achat équipement,Non,Aucun,80,Urbaine,Oui,Non,Oui
1196,F,45,Marié(e),2,Primaire,Services,175174,488887,18,12.3,Achat équipement,Non,Oui,74,Rurale,Oui,Non,Oui
1197,F,39,Marié(e),1,Aucun,Services,166608,154435,12,4.7,Capital démarrage,Oui,Oui,75,Rurale,Oui,Oui,Non
1198,F,58,Veuf/veuve,1,Secondaire,Artisanat,155701,446751,12,10.9,Stock,Non,Oui,58,Rurale,Oui,Non,Oui
1199,F,34,Marié(e),1,Primaire,Agriculture,201125,233191,18,5.7,Capital démarrage,Oui,Oui,40,Rurale,Oui,Non,Non
1200,M,43,Marié(e),0,Secondaire,Artisanat,270355,370715,24,10.3,Achat équipement,Non,Oui,59,Rurale,Oui,Non,Oui
1201,F,61,Divorcé(e),1,Aucun,Agriculture,106377,71263,18,6.0,Achat équipement,Non,Oui,71,Rurale,Oui,Non,Oui
1202,M,24,Marié(e),1,Aucun,Artisanat,193149,322384,18,17.4,Urgence,Non,Aucun,65,Urbaine,Oui,Oui,Oui
